% BatcherQueue	CReqBatcher	Replica-0-Forward	Replica-1-Forward	Replica-2-Forward	ReplicaIOSnd-0	ReplicaIOSnd-2	ReqManExec	pendingCReqs	pendingProposals	alpha
10205	0	0	3	2	0	0	0	0	2	0	0
10405	0	0	1	3	1	0	0	0	2	0	0
10606	0	0	2	2	2	0	0	0	2	0	0
10822	0	0	3	2	0	0	0	0	1	0	0
11022	0	0	0	1	1	0	0	0	1	0	0
11222	0	0	0	2	2	0	0	0	1	0	0
11422	0	0	4	1	1	0	0	0	1	0	0
11622	0	0	2	2	2	0	0	0	1	0	0
11822	0	0	3	2	0	0	0	0	1	0	0
12023	0	0	3	1	1	0	0	0	1	0	0
12223	0	0	1	0	0	0	0	0	1	0	0
12423	0	0	1	1	0	0	0	0	1	0	0
12623	0	0	2	0	0	0	0	0	1	0	0
12824	0	0	1	1	1	0	0	0	1	0	0
13026	0	0	2	1	0	1	0	0	1	0	1
13227	0	0	0	0	0	0	0	0	1	0	0
13427	0	0	2	0	0	0	0	0	1	0	0
13627	0	0	2	1	0	0	0	0	2	0	0
13827	0	0	1	1	0	0	0	0	2	0	0
14027	0	0	1	1	1	0	0	0	1	0	0
14227	0	0	2	0	0	0	0	0	1	0	0
14427	0	0	1	1	1	0	0	0	1	0	0
14628	0	0	1	2	0	0	0	0	1	0	0
14828	0	0	0	1	0	0	0	0	0	0	0
15028	0	0	0	1	0	0	0	0	0	0	0
15228	0	0	0	0	0	0	0	0	1	0	0
15429	0	0	0	0	0	0	0	0	1	0	0
15629	0	0	0	0	2	0	0	0	0	0	0
15829	0	0	0	0	1	0	0	0	0	0	0
16030	0	0	0	1	2	0	0	0	0	0	0
16230	0	0	0	1	2	0	0	0	0	0	0
16430	0	0	0	0	0	0	0	0	0	0	0
16630	0	0	0	0	1	0	0	0	0	0	0
16830	0	0	0	0	2	0	0	0	0	0	0
17030	0	0	0	0	1	0	0	0	0	0	0
17231	0	0	0	0	0	0	0	0	0	0	0
17431	0	0	0	0	1	0	0	0	0	0	0
17631	0	0	0	0	2	0	0	0	0	0	0
17831	0	0	0	0	0	0	0	0	0	0	0
18031	0	0	0	0	1	0	0	0	0	0	0
18232	0	0	0	0	1	0	0	0	0	0	0
18432	0	0	0	0	1	0	0	0	0	0	0
18632	0	0	0	0	1	0	0	0	0	0	0
18832	0	0	0	0	1	0	0	0	0	0	0
19032	0	0	0	0	1	0	0	0	0	0	0
19232	0	0	0	0	1	0	0	0	0	0	0
19433	0	0	0	0	1	0	0	0	0	0	0
19633	0	0	0	0	1	0	0	0	0	0	0
19833	0	0	0	0	1	0	0	0	0	0	0
20033	0	0	0	0	1	0	0	0	0	0	0
20233	0	0	0	0	1	0	0	0	0	0	0
20433	0	0	0	0	1	0	0	0	0	0	0
20634	0	0	0	0	1	0	0	0	0	0	0
20834	0	0	0	0	1	0	0	0	0	0	0
21034	0	0	0	0	1	0	0	0	0	0	0
21234	0	0	0	0	1	0	0	0	0	0	0
21434	0	0	0	0	1	0	0	0	0	0	0
21635	0	0	0	0	1	0	0	0	0	0	0
21835	0	0	0	0	1	0	0	0	0	0	0
22035	0	0	0	0	1	0	0	0	0	0	0
22235	0	0	0	0	1	0	0	0	0	0	0
22435	0	0	0	0	1	0	0	0	0	0	0
22635	0	0	0	0	1	0	0	0	0	0	0
22836	0	0	0	0	1	0	0	0	0	0	0
23036	0	0	0	0	1	0	0	0	0	0	0
23236	0	0	0	0	1	0	0	0	0	0	0
23436	0	0	0	0	1	0	0	0	0	0	0
23636	0	0	0	0	1	0	0	0	0	0	0
23836	0	0	0	0	1	0	0	0	0	0	0
24037	0	0	0	0	1	0	0	0	0	0	0
24237	0	0	0	0	1	0	0	0	0	0	0
24437	0	0	0	0	1	0	0	0	0	0	0
24637	0	0	0	0	1	0	0	0	0	0	0
24837	0	0	0	0	1	0	0	0	0	0	0
25037	0	0	0	0	1	0	0	0	0	0	0
25238	0	0	0	0	1	0	0	0	0	0	0
25438	0	0	0	0	1	0	0	0	0	0	0
25638	0	0	0	0	1	0	0	0	0	0	0
25838	0	0	0	0	1	0	0	0	0	0	0
26039	0	0	0	0	1	0	0	0	0	0	0
26239	0	0	0	0	1	0	0	0	0	0	0
26439	0	0	0	0	1	0	0	0	0	0	0
26639	0	0	0	0	1	0	0	0	0	0	0
26839	0	0	0	0	1	0	0	0	0	0	0
27040	0	0	0	0	1	0	0	0	0	0	0
27240	0	0	0	0	1	0	0	0	0	0	0
27440	0	0	0	0	1	0	0	0	0	0	0
27640	0	0	0	0	1	0	0	0	0	0	0
27840	0	0	0	0	1	0	0	0	0	0	0
28040	0	0	0	0	1	0	0	0	0	0	0
28240	0	0	0	0	1	0	0	0	0	0	0
28440	0	0	0	0	1	0	0	0	0	0	0
